,jobtitle,company,city,location,salarytxt,paybase,summary
7194,professional-big data software eng - big data,AT&T,Dallas,"Plano, TX",NaN,NaN,"interacts with data scientists and industry experts to understand how. uses big data programming languages and technology,...."
7195,digital marketer - graphics specialist,Monkedia,Dallas,"Las Colinas, TX",NaN,NaN,the individual best suited would enjoy working with data scientists to explore the nuances of social content to examine what really makes an impact on roi....
7196,data analyst business intelligence data warehouse engineer,DEX Media,Dallas,"DFW Airport, TX",NaN,NaN,works with product owners and data scientists to anticipate and support research and data needs with a focus on empowered self-service....
7197,ccb - risk-mortgage-data scientist/associate,JP Morgan Chase,Dallas,"Lewisville, TX 75067",NaN,NaN,"the candidate must have a sound understanding of data processing and reporting, as well as the tools used to access data and to produce reports...."
7198,research analyst - nutrition,2M Research Services,Dallas,"Arlington, TX 76011 (East area)",NaN,NaN,"a minimum of 3 years postgraduate experience in nutrition data collection, analysis, and interpretation is required...."
7199,cryo-electron microscopist (research specialist),Howard Hughes Medical Institute,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,"ensure high quality data acquisition on krios, and. we empower exceptional scientists and students to pursue fundamental questions about living systems, and..."
7200,billing coordinator (architecture firm),"HKS, Inc.",Dallas,"Dallas, TX 75201 (City Center District area)",NaN,NaN,responsible for calculating charges from entered data and providing an initial review of data for accuracy of amounts and account numbers to project manager....
7201,coordinator- max project,thyssenkrupp Elevator,Dallas,"Coppell, TX 75019",NaN,NaN,"update “response codes” and collect feedback to dev ops and data scientist to drive accuracy. data, application and integration technical skills...."
7202,principle data scientist,Crestron Electronics,Dallas,"Plano, TX",NaN,NaN,"retrieve, prepare, and process data via variety of data sources such as social media, news, internal/external documents, emails, financial data, and operational..."
7203,principle data scientist,Crestron,Dallas,"Plano, TX",NaN,NaN,"retrieve, prepare, and process data via variety of data sources such as social media, news, internal/external documents, emails, financial data, and operational..."
7204,environmental compliance professional,Braun Intertec Corporation,Dallas,"Richardson, TX",NaN,NaN,"initiates as well as assists scientists, senior scientists, and principal scientist with management of projects...."
7205,digital marketer - graphics specialist,Monkedia,Dallas,"Las Colinas, TX",NaN,NaN,the individual best suited would enjoy working with data scientists to explore the nuances of social content to examine what really makes an impact on roi....
7206,director of security operations center (soc),McAfee,Dallas,"Plano, TX 75024",NaN,NaN,"knowledge of current hacking techniques, vulnerability disclosures, data breach incidents, and security analysis techniques...."
7207,principle data scientist,Crestron,Dallas,"Plano, TX",NaN,NaN,"retrieve, prepare, and process data via variety of data sources such as social media, news, internal/external documents, emails, financial data, and operational..."
7208,investor research analyst,Rushmore Loan Management Services,Dallas,"Dallas, TX",NaN,NaN,"successfully examining and interpreting data from different:. ability to research, gather background information and analyze complex data...."
7209,"senior financial analyst, procurement finance",DEAN FOODS COMPANY,Dallas,"Dallas, TX 75204 (M Streets area)",NaN,NaN,ability to present large amounts of data in an executive-level format. use sources of data to create and implement detailed forecasting and reporting....
7210,digital marketing consultant (adobe campaign),Wunderman,Dallas,"Dallas, TX",NaN,NaN,"headquartered in new york, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets...."
7211,qualitative research analyst,2M Research Services,Dallas,"Arlington, TX 76011 (East area)",NaN,NaN,proficiency in using qualitative data analysis software such as nvivo or atlas.ti is also required. we are seeking a highly qualified qualitative research...
7212,data scientist - customer insights,Fossil Group,Dallas,"Richardson, TX",NaN,NaN,"as the data scientist for customer insights, you will use your analytic capabilities to enable data-driven decisions and customer insights across the fossil..."
7213,flow cytometry specialist - children's research institute,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,technologists in conducting flow cytometric procedures to ensure accuracy of clinical data. counts and measures cells by utilizing flow cytometer for optimum...
7214,senior data engineer,"InfoSpace, Inc.",Dallas,"Irving, TX",NaN,NaN,"establish lean data governance to drive data standards and data quality. define and build technical/data architecture for data warehouse, data marts and big..."
7215,software engineer,NBI Resources,Dallas,"Dallas, TX",NaN,NaN,our core team of computer scientists and data engineers have a passion for building tools that solve our clients most challenging and complex technical problems...
7216,infection preventionist,Parkland Hospital,Dallas,"Dallas, TX",NaN,NaN,o medical laboratory scientist (mls) or medical technologist (mt) - american society for clinical pathology (ascp) o medical laboratory scientist (mls) or...
7217,marketing research analyst,"J.C. Penney Corporation, Inc.",Dallas,"Plano, TX",NaN,NaN,"tabulates research data, as assigned. demonstrates an understanding of data and reports. vets research data for completeness and accuracy, as assigned...."
7218,"director, security architecture and governance",McAfee,Dallas,"Plano, TX 75024",NaN,NaN,"knowledge of current hacking techniques, vulnerability disclosures, data breach incidents, and security analysis techniques...."
7219,data scientist,Workbridge Associates,Dallas,"Dallas, TX",90000.0,annual,"as a data scientist here you will be responsible for sourcing huge amounts of client data, up to 100 million rows...."
7220,machine learning - principal data scientist,Humana,Dallas,"Irving, TX",NaN,NaN,principle data scientist. machine learning - principal data scientist. grow next generation of data scientists....
7221,software engineer,"Spectral MD, Inc.",Dallas,"Dallas, TX",NaN,NaN,"explain software and algorithm implementations to a broad scientific audience (doctors, scientists, engineers, and fda) in written and oral communication...."
7222,data strategist,Wunderman,Dallas,"Dallas, TX",NaN,NaN,sourcing of data providers campaign data strategies and test designs report metric identification and report review predictive modeling and profiling data...
7223,"vp - infrastructure planning data scientist - irving, tx",Citi,Dallas,"Irving, TX",NaN,NaN,we are looking for a statistician / data scientist to develop and mature mathematical models which will derive demand and consumption forecasts and pattern...
7224,products/process engineering technician ii,DRS Technologies,Dallas,"Dallas, TX",NaN,NaN,"highly skilled data collection, test and troubleshooting ability. provide hands-on feedback to engineers, scientists, and product managers...."
7225,operations research / systems analyst (orsa),Lockheed Martin,Dallas,"Grand Prairie, TX 75051",NaN,NaN,the position is for an analyst in missile and fire control’s (mfc) strategy and business development organization. the analyst will perform operations analysis
7226,nlu engineer with machine learning,Damco Group,Dallas,"Richardson, TX 75081",NaN,NaN,"requirement : - job title : - nlu engineerlocation : - richardson, texasduration : - 6 months interview : - telephonic, skype, job description: nlu engineer"
